run_label,algorithm,k,io_time_sec,time_partition_sec,graph_nodes,graph_edges,cut,finalobjective,bnd,balance,max_comm_vol,notes,prepare_cmd,run_cmd,output_partition_file,graph_file,node_index_file
fib25_neo4j_inputs_rcp_k2,rcp,2,,37.572356,1151506,1617976,542951,542951,529480,1.026082,542951,duplicated_nodes=290753; duplicated_node_copies=290753; component_count=408996; primary_balance=1.580678; balance_with_duplicates=1.026082,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/fib25_neo4j_inputs --node-index /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/node_index.tsv --k 2 --out-dir /workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k2,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k2/rcp_partition_k2_comparable.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k2/node_index.tsv
fib25_neo4j_inputs_rcp_k4,rcp,4,,28.560375,1151506,1617976,646464,646464,715040,1.199098,614268,duplicated_nodes=61467; duplicated_node_copies=61467; component_count=408996; primary_balance=2.728594; balance_with_duplicates=1.199098,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/fib25_neo4j_inputs --node-index /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/node_index.tsv --k 4 --out-dir /workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k4,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k4/rcp_partition_k4_comparable.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k4/node_index.tsv
fib25_neo4j_inputs_rcp_k6,rcp,6,,30.874294,1151506,1617976,654645,654645,715040,1.085869,614268,duplicated_nodes=78865; duplicated_node_copies=78865; component_count=408996; primary_balance=4.092891; balance_with_duplicates=1.085869,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/fib25_neo4j_inputs --node-index /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/node_index.tsv --k 6 --out-dir /workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k6,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k6/rcp_partition_k6_comparable.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k6/node_index.tsv
fib25_neo4j_inputs_rcp_k8,rcp,8,,28.836257,1151506,1617976,659222,659222,715040,1.036999,614268,duplicated_nodes=84511; duplicated_node_copies=84511; component_count=408996; primary_balance=5.457187; balance_with_duplicates=1.036999,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/fib25_neo4j_inputs --node-index /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/node_index.tsv --k 8 --out-dir /workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k8,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k8/rcp_partition_k8_comparable.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized_rcp/algorithm_outputs/rcp_fib25_neo4j_inputs_k8/node_index.tsv
fib25_neo4j_inputs_scotch_k2,scotch,2,,7.460997,1151506,1617976,33045,33045,24563,1.009099,33045,,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis k=2 out=/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k2/scotch_partition_k2.txt,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k2/scotch_partition_k2.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k2/node_index.tsv
fib25_neo4j_inputs_scotch_k4,scotch,4,,12.960068,1151506,1617976,60480,60480,46318,1.009992,34823,,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis k=4 out=/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k4/scotch_partition_k4.txt,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k4/scotch_partition_k4.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k4/node_index.tsv
fib25_neo4j_inputs_scotch_k6,scotch,6,,27.743225,1151506,1617976,81887,81887,62299,1.009996,39089,,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis k=6 out=/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k6/scotch_partition_k6.txt,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k6/scotch_partition_k6.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k6/node_index.tsv
fib25_neo4j_inputs_scotch_k8,scotch,8,,25.185862,1151506,1617976,91081,91081,69125,1.009996,28509,,prepared input: /workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis k=8 out=/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k8/scotch_partition_k8.txt,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k8/scotch_partition_k8.txt,/workspace/spark/datasets/fib25_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_fib25_materialized/algorithm_outputs/scotch_fib25_neo4j_inputs_k8/node_index.tsv
ldbc_inputs_1_4_kahip_fast_k2,kahip_fast,2,12.156,8848.99,3191616,17240581,4409170,4409170,1842235,1.029999,4409170,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis --k 2 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k2/kahip_fast_partition_k2.txt,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k2/kahip_fast_partition_k2.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k2/node_index.tsv
ldbc_inputs_1_4_kahip_fast_k4,kahip_fast,4,16.058,16032.7,3191616,17240581,8000384,8000384,2661017,1.029999,6377115,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis --k 4 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k4/kahip_fast_partition_k4.txt,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k4/kahip_fast_partition_k4.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k4/node_index.tsv
ldbc_inputs_1_4_kahip_fast_k6,kahip_fast,6,15.6964,11006.9,3191616,17240581,8953009,8953009,2738382,1.029998,6663294,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis --k 6 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k6/kahip_fast_partition_k6.txt,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k6/kahip_fast_partition_k6.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/kahip_fast_ldbc_inputs_1_4_k6/node_index.tsv
ldbc_inputs_1_4_kahip_fast_k8,kahip_fast,8,16.3868,9680.11,3191616,17240581,9494175,9494175,2747870,1.029996,5429988,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis --k 8 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_ldbc_clean/kahip_fast_ldbc_inputs_1_4_k8/kahip_fast_partition_k8.txt,/workspace/spark/results/docker_ldbc_clean/kahip_fast_ldbc_inputs_1_4_k8/kahip_fast_partition_k8.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/kahip_fast_ldbc_inputs_1_4_k8/node_index.tsv
ldbc_inputs_1_4_metis_k2,metis,2,2.825,16.537,3191616,17240581,2944891,2944891,1385034,1.029173,2944891,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 2,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/metis_ldbc_inputs_1_4_k2/metis_partition_k2.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/metis_ldbc_inputs_1_4_k2/node_index.tsv
ldbc_inputs_1_4_metis_k4,metis,4,3.292,21.970,3191616,17240581,4968844,4968844,1760634,1.020385,3230849,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 4,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/metis_ldbc_inputs_1_4_k4/metis_partition_k4.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/metis_ldbc_inputs_1_4_k4/node_index.tsv
ldbc_inputs_1_4_metis_k6,metis,6,3.178,29.301,3191616,17240581,6425112,6425112,2051331,1.029208,3354515,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 6,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/metis_ldbc_inputs_1_4_k6/metis_partition_k6.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/metis_ldbc_inputs_1_4_k6/node_index.tsv
ldbc_inputs_1_4_metis_k8,metis,8,2.899,28.302,3191616,17240581,6312800,6312800,2035132,1.030049,3134183,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 8,/workspace/spark/results/docker_ldbc_clean/metis_ldbc_inputs_1_4_k8/metis_partition_k8.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/metis_ldbc_inputs_1_4_k8/node_index.tsv
ldbc_inputs_1_4_parmetis_k2,parmetis,2,,56.946705,3191616,17240581,2934480,2934480,1384822,1.045753,2934480,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 1 2 1000 1000.0 0 42,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k2/parmetis_partition_k2.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k2/node_index.tsv
ldbc_inputs_1_4_parmetis_k4,parmetis,4,,57.048431,3191616,17240581,4835646,4835646,1733143,1.059327,3225655,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 1 4 1000 1000.0 0 42,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k4/parmetis_partition_k4.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k4/node_index.tsv
ldbc_inputs_1_4_parmetis_k6,parmetis,6,,61.93774,3191616,17240581,5846134,5846134,1968584,1.0537,3162288,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 1 6 1000 1000.0 0 42,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k6/parmetis_partition_k6.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k6/node_index.tsv
ldbc_inputs_1_4_parmetis_k8,parmetis,8,,61.594084,3191616,17240581,5987851,5987851,1976165,1.05439,3017815,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis 1 8 1000 1000.0 0 42,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k8/parmetis_partition_k8.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/parmetis_ldbc_inputs_1_4_k8/node_index.tsv
ldbc_inputs_1_4_ptscotch_k2,ptscotch,2,,11163.854493,3191616,17240581,3893036,3893036,2010392,1.020001,3893036,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=2 out=/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k2/scotch_partition_k2.txt mpi=4,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k2/scotch_partition_k2.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k2/node_index.tsv
ldbc_inputs_1_4_ptscotch_k4,ptscotch,4,,27492.564902,3191616,17240581,6406248,6406248,2426831,1.05,4146732,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=4 out=/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k4/scotch_partition_k4.txt mpi=4,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k4/scotch_partition_k4.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k4/node_index.tsv
ldbc_inputs_1_4_ptscotch_k6,ptscotch,6,,32529.574488,3191616,17240581,7091765,7091765,2681277,1.049998,4430305,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=6 out=/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k6/scotch_partition_k6.txt mpi=4,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k6/scotch_partition_k6.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k6/node_index.tsv
ldbc_inputs_1_4_ptscotch_k8,ptscotch,8,,31425.42099,3191616,17240581,8587771,8587771,2573974,1.050001,4646472,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=8 out=/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k8/scotch_partition_k8.txt mpi=4,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k8/scotch_partition_k8.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/ptscotch_ldbc_inputs_1_4_k8/node_index.tsv
ldbc_inputs_1_4_rcp_k2,rcp,2,,375.657856,3191616,17240581,3009791,3009791,1092106,1.935601,3009791,duplicated_nodes=3074393; duplicated_node_copies=3074393; component_count=568266,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/ldbc_inputs_1_4/combined --node-index /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/node_index.tsv --k 2 --out-dir /workspace/spark/results/docker_ldbc_clean/algorithm_outputs/rcp_ldbc_inputs_1_4_k2,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/rcp_ldbc_inputs_1_4_k2/rcp_partition_k2.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/rcp_ldbc_inputs_1_4_k2/node_index.tsv
ldbc_inputs_1_4_rcp_k4,rcp,4,,168.791917,3191616,17240581,8648353,8648353,2750184,1.34671,6583217,duplicated_nodes=2348522; duplicated_node_copies=2953439; component_count=568266; primary_balance=2.601145; balance_with_duplicates=1.34671,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/ldbc_inputs_1_4/combined --node-index /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/node_index.tsv --k 4 --out-dir /workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k4,/workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k4/rcp_partition_k4_comparable.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k4/node_index.tsv
ldbc_inputs_1_4_rcp_k6,rcp,6,,164.691212,3191616,17240581,9534551,9534551,3015657,1.260305,7307537,duplicated_nodes=2754597; duplicated_node_copies=4088846; component_count=568266; primary_balance=2.889598; balance_with_duplicates=1.260305,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/ldbc_inputs_1_4/combined --node-index /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/node_index.tsv --k 6 --out-dir /workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k6,/workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k6/rcp_partition_k6_comparable.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k6/node_index.tsv
ldbc_inputs_1_4_rcp_k8,rcp,8,,167.323881,3191616,17240581,10364649,10364649,3063945,1.229865,7805659,duplicated_nodes=2719089; duplicated_node_copies=4249637; component_count=568266; primary_balance=2.68988; balance_with_duplicates=1.229865,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/ldbc_inputs_1_4/combined --node-index /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/node_index.tsv --k 8 --out-dir /workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k8,/workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k8/rcp_partition_k8_comparable.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_materialized_rcp/algorithm_outputs/rcp_ldbc_inputs_1_4_k8/node_index.tsv
ldbc_inputs_1_4_scotch_k2,scotch,2,,48391.567953,3191616,17240581,3518992,3518992,2186592,1.01,3518992,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=2 out=/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/scotch_ldbc_inputs_1_4_k2/scotch_partition_k2.txt,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/scotch_ldbc_inputs_1_4_k2/scotch_partition_k2.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/scotch_ldbc_inputs_1_4_k2/node_index.tsv
ldbc_inputs_1_4_scotch_k4,scotch,4,,13842.441234,3191616,17240581,6083060,6083060,2569587,1.01,3769037,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=4 out=/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/scotch_ldbc_inputs_1_4_k4/scotch_partition_k4.txt,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/scotch_ldbc_inputs_1_4_k4/scotch_partition_k4.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/algorithm_outputs/scotch_ldbc_inputs_1_4_k4/node_index.tsv
ldbc_inputs_1_4_scotch_k6,scotch,6,,33003.248904,3191616,17240581,6982573,6982573,2720004,1.009999,3925855,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=6 out=/workspace/spark/results/docker_ldbc_clean/scotch_ldbc_inputs_1_4_k6/scotch_partition_k6.txt,/workspace/spark/results/docker_ldbc_clean/scotch_ldbc_inputs_1_4_k6/scotch_partition_k6.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/scotch_ldbc_inputs_1_4_k6/node_index.tsv
ldbc_inputs_1_4_scotch_k8,scotch,8,,25792.394723,3191616,17240581,7497141,7497141,2624007,1.009999,3845052,,prepared input: /workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis k=8 out=/workspace/spark/results/docker_ldbc_clean/scotch_ldbc_inputs_1_4_k8/scotch_partition_k8.txt,/workspace/spark/results/docker_ldbc_clean/scotch_ldbc_inputs_1_4_k8/scotch_partition_k8.txt,/workspace/spark/datasets/ldbc_inputs_1_4/partition_prep/work/graph.metis,/workspace/spark/results/docker_ldbc_clean/scotch_ldbc_inputs_1_4_k8/node_index.tsv
mb6_neo4j_inputs_kahip_fast_k2,kahip_fast,2,0.79613,109.234,646785,940024,21724,21724,23015,1.029996,21724,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis --k 2 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k2/kahip_fast_partition_k2.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k2/kahip_fast_partition_k2.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k2/node_index.tsv
mb6_neo4j_inputs_kahip_fast_k4,kahip_fast,4,0.551846,95.6878,646785,940024,83553,83553,73630,1.018372,75585,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis --k 4 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k4/kahip_fast_partition_k4.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k4/kahip_fast_partition_k4.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k4/node_index.tsv
