run_label,algorithm,k,io_time_sec,time_partition_sec,graph_nodes,graph_edges,cut,finalobjective,bnd,balance,max_comm_vol,notes,prepare_cmd,run_cmd,output_partition_file,graph_file,node_index_file
cord19_full_structural_inputs_kahip_fast_k2,kahip_fast,2,14.4692,140.551,8820182,14033507,327234,327234,406704,1.03,327234,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis --k 2 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_full_structural_smoke/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k2/kahip_fast_partition_k2.txt,/workspace/spark/results/docker_cord19_full_structural_smoke/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k2/kahip_fast_partition_k2.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_smoke/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k2/node_index.tsv
cord19_full_structural_inputs_kahip_fast_k4,kahip_fast,4,12.2277,428.011,8820182,14033507,1253646,1253646,1220166,1.03,1106520,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis --k 4 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k4/kahip_fast_partition_k4.txt,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k4/kahip_fast_partition_k4.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k4/node_index.tsv
cord19_full_structural_inputs_kahip_fast_k6,kahip_fast,6,15.749,429.824,8820182,14033507,2242821,2242821,1944607,1.029999,1715798,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis --k 6 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k6/kahip_fast_partition_k6.txt,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k6/kahip_fast_partition_k6.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k6/node_index.tsv
cord19_full_structural_inputs_kahip_fast_k8,kahip_fast,8,9.46658,601.279,8820182,14033507,2094464,2094464,1783564,1.029999,1404073,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis --k 8 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k8/kahip_fast_partition_k8.txt,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k8/kahip_fast_partition_k8.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/kahip_fast_cord19_full_structural_inputs_k8/node_index.tsv
cord19_full_structural_inputs_metis_k2,metis,2,3.523,12.386,8820182,14033507,180601,180601,261495,1,180601,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 2,/workspace/spark/results/docker_cord19_full_structural_smoke/algorithm_outputs/metis_cord19_full_structural_inputs_k2/metis_partition_k2.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_smoke/algorithm_outputs/metis_cord19_full_structural_inputs_k2/node_index.tsv
cord19_full_structural_inputs_metis_k4,metis,4,3.560,16.315,8820182,14033507,748144,748144,861526,1,663180,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 4,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/metis_cord19_full_structural_inputs_k4/metis_partition_k4.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/metis_cord19_full_structural_inputs_k4/node_index.tsv
cord19_full_structural_inputs_metis_k6,metis,6,4.160,18.378,8820182,14033507,847399,847399,961231,1,631102,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 6,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/metis_cord19_full_structural_inputs_k6/metis_partition_k6.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/metis_cord19_full_structural_inputs_k6/node_index.tsv
cord19_full_structural_inputs_metis_k8,metis,8,4.050,17.531,8820182,14033507,1077723,1077723,1156004,1.000111,666374,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 8,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/metis_cord19_full_structural_inputs_k8/metis_partition_k8.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/metis_cord19_full_structural_inputs_k8/node_index.tsv
cord19_full_structural_inputs_parmetis_k2,parmetis,2,,40.582018,8820182,14033507,182322,182322,270274,1.002064,182322,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 1 2 1000 1000.0 0 42,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k2/parmetis_partition_k2.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k2/node_index.tsv
cord19_full_structural_inputs_parmetis_k4,parmetis,4,,44.757484,8820182,14033507,772270,772270,887116,1.021896,669746,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 1 4 1000 1000.0 0 42,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k4/parmetis_partition_k4.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k4/node_index.tsv
cord19_full_structural_inputs_parmetis_k6,parmetis,6,,46.316242,8820182,14033507,849210,849210,964976,1.028399,650595,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 1 6 1000 1000.0 0 42,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k6/parmetis_partition_k6.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k6/node_index.tsv
cord19_full_structural_inputs_parmetis_k8,parmetis,8,,49.851712,8820182,14033507,1297741,1297741,1349859,1.026843,705112,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis 1 8 1000 1000.0 0 42,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k8/parmetis_partition_k8.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/parmetis_cord19_full_structural_inputs_k8/node_index.tsv
cord19_full_structural_inputs_ptscotch_k2,ptscotch,2,,169.818864,8820182,14033507,328397,328397,400560,1.015686,328397,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=2 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k2/scotch_partition_k2.txt mpi=4,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k2/scotch_partition_k2.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k2/node_index.tsv
cord19_full_structural_inputs_ptscotch_k4,ptscotch,4,,13801.980768,8820182,14033507,799487,799487,945206,1.017617,623438,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=4 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k4/scotch_partition_k4.txt mpi=4,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k4/scotch_partition_k4.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k4/node_index.tsv
cord19_full_structural_inputs_ptscotch_k6,ptscotch,6,,14346.953402,8820182,14033507,1229638,1229638,1317723,1.049998,825716,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=6 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k6/scotch_partition_k6.txt mpi=4,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k6/scotch_partition_k6.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k6/node_index.tsv
cord19_full_structural_inputs_ptscotch_k8,ptscotch,8,,6575.389327,8820182,14033507,1304628,1304628,1382398,1.049996,749920,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=8 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k8/scotch_partition_k8.txt mpi=4,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k8/scotch_partition_k8.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/ptscotch_cord19_full_structural_inputs_k8/node_index.tsv
cord19_full_structural_inputs_scotch_k2,scotch,2,,653.408617,8820182,14033507,333205,333205,427851,1.01,333205,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=2 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k2/scotch_partition_k2.txt,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k2/scotch_partition_k2.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k2/node_index.tsv
cord19_full_structural_inputs_scotch_k4,scotch,4,,14923.076374,8820182,14033507,1019123,1019123,1131530,1.01,776805,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=4 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k4/scotch_partition_k4.txt,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k4/scotch_partition_k4.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k4/node_index.tsv
cord19_full_structural_inputs_scotch_k6,scotch,6,,20042.631828,8820182,14033507,1517936,1517936,1591708,1.064375,952921,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=6 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k6/scotch_partition_k6.txt,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k6/scotch_partition_k6.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k6/node_index.tsv
cord19_full_structural_inputs_scotch_k8,scotch,8,,32030.469923,8820182,14033507,1659949,1659949,1662983,1.009999,899886,,prepared input: /workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis k=8 out=/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k8/scotch_partition_k8.txt,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k8/scotch_partition_k8.txt,/workspace/spark/datasets/cord19_full_structural_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_structural_native_no_scotch/algorithm_outputs/scotch_cord19_full_structural_inputs_k8/node_index.tsv
cord19_full_typed_light_inputs_rcp_k2,rcp,2,,203.746463,8820182,14033507,4094643,4094643,3268020,1.098807,4094643,duplicated_nodes=1303686; duplicated_node_copies=1303686; component_count=2371822; primary_balance=1.034396; balance_with_duplicates=1.098807,prepared input: /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/cord19_full_typed_light_inputs --node-index /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/node_index.tsv --k 2 --out-dir /workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k2,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k2/rcp_partition_k2_comparable.txt,/workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k2/node_index.tsv
cord19_full_typed_light_inputs_rcp_k4,rcp,4,,212.538288,8820182,14033507,4048019,4048019,3945931,1.183076,2908191,duplicated_nodes=2018283; duplicated_node_copies=2042543; component_count=2371822; primary_balance=1.140704; balance_with_duplicates=1.183076,prepared input: /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/cord19_full_typed_light_inputs --node-index /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/node_index.tsv --k 4 --out-dir /workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k4,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k4/rcp_partition_k4_comparable.txt,/workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k4/node_index.tsv
cord19_full_typed_light_inputs_rcp_k6,rcp,6,,227.3832,8820182,14033507,5058475,5058475,5083048,1.350874,3081993,duplicated_nodes=2983628; duplicated_node_copies=3019582; component_count=2371822; primary_balance=1.555849; balance_with_duplicates=1.350874,prepared input: /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/cord19_full_typed_light_inputs --node-index /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/node_index.tsv --k 6 --out-dir /workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k6,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k6/rcp_partition_k6_comparable.txt,/workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k6/node_index.tsv
cord19_full_typed_light_inputs_rcp_k8,rcp,8,,227.084371,8820182,14033507,5818373,5818373,5381040,1.234274,2846253,duplicated_nodes=3601256; duplicated_node_copies=3687586; component_count=2371822; primary_balance=1.406229; balance_with_duplicates=1.234274,prepared input: /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/cord19_full_typed_light_inputs --node-index /workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/node_index.tsv --k 8 --out-dir /workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k8,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k8/rcp_partition_k8_comparable.txt,/workspace/spark/datasets/cord19_full_typed_light_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_full_typed_light_rcp/algorithm_outputs/rcp_cord19_full_typed_light_inputs_k8/node_index.tsv
cord19_reduced_neo4j_inputs_kahip_fast_k2,kahip_fast,2,1.27931,81.9,3857404,927308,0,0,0,1.000001,0,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis --k 2 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k2/kahip_fast_partition_k2.txt,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k2/kahip_fast_partition_k2.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k2/node_index.tsv
cord19_reduced_neo4j_inputs_kahip_fast_k4,kahip_fast,4,1.33218,124.618,3857404,927308,0,0,0,1.000001,0,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis --k 4 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k4/kahip_fast_partition_k4.txt,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k4/kahip_fast_partition_k4.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k4/node_index.tsv
cord19_reduced_neo4j_inputs_kahip_fast_k6,kahip_fast,6,1.29769,158.483,3857404,927308,0,0,0,1.000001,0,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis --k 6 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k6/kahip_fast_partition_k6.txt,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k6/kahip_fast_partition_k6.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k6/node_index.tsv
cord19_reduced_neo4j_inputs_kahip_fast_k8,kahip_fast,8,1.21766,149.095,3857404,927308,0,0,0,1.000001,0,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis --k 8 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k8/kahip_fast_partition_k8.txt,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k8/kahip_fast_partition_k8.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_native_no_metis_scotch/algorithm_outputs/kahip_fast_cord19_reduced_neo4j_inputs_k8/node_index.tsv
cord19_reduced_neo4j_inputs_metis_k2,metis,2,0.675,1.213,3857404,927308,1068,1068,1416,1,1068,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis 2,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k2/metis_partition_k2.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k2/node_index.tsv
cord19_reduced_neo4j_inputs_metis_k4,metis,4,0.545,1.212,3857404,927308,2780,2780,3316,1,2145,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis 4,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k4/metis_partition_k4.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k4/node_index.tsv
cord19_reduced_neo4j_inputs_metis_k6,metis,6,0.559,1.256,3857404,927308,3403,3403,3967,1.000002,2134,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis 6,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k6/metis_partition_k6.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k6/node_index.tsv
cord19_reduced_neo4j_inputs_metis_k8,metis,8,0.480,1.204,3857404,927308,4000,4000,4509,1.000001,1893,,prepared input: /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis 8,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k8/metis_partition_k8.txt,/workspace/spark/datasets/cord19_reduced_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_cord19_reduced_metis_only/algorithm_outputs/metis_cord19_reduced_neo4j_inputs_k8/node_index.tsv
