logo:string,postHighAccuracyThreshold:float,preHPThreshold:float,postHPThreshold:float,meshHost:string,uuid:string,neuroglancerInfo:string,neuroglancerMeta:string,statusDefinitions:string,latestMutationId:int,totalPreCount:int,totalPostCount:int,lastDatabaseEdit:string,superLevelRois:string[],primaryRois:string[],roiInfo:string,roiHierarchy:string,dataset:string,:LABEL
"",0.5,0.0,0.5,"https://flyem.dvid.io","2b6d75f1c6e348ce945e1a66eb2f6bf3","{""segmentation"":{""host"":""https://flyem.dvid.io/"",""uuid"":""2b6d75f1c6e348ce945e1a66eb2f6bf3"",""dataType"":""segmentation""},""grayscale"":{""host"":""https://emdata.janelia.org/"",""uuid"":""822524777d3048b8bd520043f90c1d28"",""dataType"":""grayscalejpeg""}}","[{""host"": ""https://emdata.janelia.org/"",""uuid"": ""822524777d3048b8bd520043f90c1d28"",""dataInstance"": ""grayscalejpeg"",""dataType"": ""image""},{""host"": ""https://flyem.dvid.io/"",""uuid"": ""2b6d75f1c6e348ce945e1a66eb2f6bf3"",""dataInstance"": ""segmentation"",""dataType"": ""segmentation""},{""host"": ""https://flyem.dvid.io/"",""uuid"": ""845fd4873a3748bd9cc27fcc9a83d0a2"",""dataInstance"": ""public_annotations"",""dataType"": ""annotation"",""linkedSegmentationLayer"": true,""tool"": ""annotatePoint""},{""host"": ""https://flyem.dvid.io"",""uuid"": ""2b6d75f1c6e348ce945e1a66eb2f6bf3"",""dataInstance"":""synapses"",""dataType"": ""annotation"",""linkedSegmentationLayer"": true}]","{""Roughly traced"":""neuron high-level shape correct and validated by biological expert"", ""Prelim Roughly traced"": ""neuron high-level shape most likely correct or nearly complete, not yet validated by biological expert"", ""Anchor"":""Big segment that has not been roughly traced"", ""0.5assign"":""Segment fragment that is within the set required for a 0.5 connectome""}",1,53106,313200,"2018-02-13T17:06:01","distal;proximal","distal;proximal","{""distal"": {""showHierarchy"": true, ""isPrimary"": true, ""hasROI"": false, ""description"": ""distal medulla"", ""parent"": ""medulla7column"", ""pre"": 22691, ""post"": 129079}, ""medulla7column"": {""description"": ""medulla7column"", ""parent"": """", ""inNP"": false, ""showHierarchy"": true, ""hasROI"": false, ""isPrimary"": false}, ""proximal"": {""showHierarchy"": true, ""isPrimary"": true, ""hasROI"": false, ""description"": ""proximal medulla"", ""parent"": ""medulla7column"", ""pre"": 30415, ""post"": 184121}}","{""name"": ""medulla7column"", ""children"": [{""name"": ""distal""}, {""name"": ""proximal""}]}",medulla7column,Meta;medulla7column_Meta
