deliverable_id:ID(Deliverable),title,deliverableType
101112841_12_DELIVHORIZON,Preliminary dashboard specifications,"Documents, reports"
101112841_13_DELIVHORIZON,"Project communication, dissemination and stakeholder engagement plan CDSEP – Version 1","Documents, reports"
101112841_14_DELIVHORIZON,Project web site,"Websites, patent fillings, videos etc."
101112841_1_DELIVHORIZON,Review report - Role and potential of insurance in accelerating climate adaptation in Europe,"Documents, reports"
101112841_20_DELIVHORIZON,Project Management Guide (PMG) - Version 1,"Documents, reports"
101112841_21_DELIVHORIZON,Project Management Guide (PMG) – Version 2,"Documents, reports"
101112841_23_DELIVHORIZON,Project Administration Guide (PAG) – Version 1,"Documents, reports"
101112841_24_DELIVHORIZON,Project Administration Guide (PAG) – Version 2,"Documents, reports"
101112841_25_DELIVHORIZON,Report of interactive Mid-Term Webinar,"Documents, reports"
101112841_28_DELIVHORIZON,Project Risks and Ethics Guide (PREG) – Version 1,"Documents, reports"
101112841_31_DELIVHORIZON,Project Data Management Plan (DMP) – Version 1,"Documents, reports"
101112841_32_DELIVHORIZON,Project Data Management Plan (DMP) – Version 2,"Documents, reports"
101112841_35_DELIVHORIZON,Potential for agricultural insurance in Boreal region,"Documents, reports"
101112841_37_DELIVHORIZON,Concept of climate change risk sensitized forest insurances,"Documents, reports"
101112841_38_DELIVHORIZON,Preliminary design of the new insurance instrument,"Documents, reports"
101112841_4_DELIVHORIZON,Focused market reviews in WP3 pilot sectors/areas,"Documents, reports"
101112841_8_DELIVHORIZON,"Guidance on setting up Pilots, living documents and coordinated approach for surveying","Documents, reports"
101112842_18_DELIVHORIZON,Project webpage,"Websites, patent fillings, videos etc."
101112842_19_DELIVHORIZON,DEC plan,"Documents, reports"
101112842_20_DELIVHORIZON,DEC plan update 1,"Documents, reports"
101112842_24_DELIVHORIZON,Practice abstracts-Batch 1,"Documents, reports"
101112842_27_DELIVHORIZON,Data Management Plan,Data Management Plan
101112842_29_DELIVHORIZON,Open Science Plan,"Documents, reports"
101112842_2_DELIVHORIZON,Report on policy assessment,"Documents, reports"
101112842_9_DELIVHORIZON,Manual for implementing the living labs,"Documents, reports"
101112847_1_DELIVHORIZON,Data Management Plan,Data Management Plan
101112852_16_DELIVHORIZON,"Communication, dissemination and exploitation plans","Documents, reports"
101112852_17_DELIVHORIZON,"Update of the Communication, dissemination and exploitation plan","Documents, reports"
101112852_19_DELIVHORIZON,DMP - Data Management Plan,Data Management Plan
101112855_20_DELIVHORIZON,Stakeholder matrix and description,"Documents, reports"
101112855_30_DELIVHORIZON,"Portfolio: Communication, Dissemination and Outreach Resources (incl. public website)","Websites, patent fillings, videos etc."
101112855_34_DELIVHORIZON,Practice Abstracts – batch 1,"Documents, reports"
101112855_41_DELIVHORIZON,Data Management Plan I (DMP I),Data Management Plan
101112859_12_DELIVHORIZON,Regional climate and socio-economic scenarios,"Documents, reports"
101112859_21_DELIVHORIZON,Initial Roadmap for the implementation and monitoring of actions at the Case Studies,"Documents, reports"
101112859_22_DELIVHORIZON,Updated Roadmap and implementation and monitoring of actions at the Case Studies - update 1,"Documents, reports"
101112859_41_DELIVHORIZON,NATALIE Liaison strategy,"Documents, reports"
101112860_1_DELIVHORIZON,Project Management Guidelines,"Documents, reports"
101112860_24_DELIVHORIZON,Training Modules/Curriculum and Methodology,"Documents, reports"
101112860_2_DELIVHORIZON,Initial Data Management Plan,Data Management Plan
101112860_42_DELIVHORIZON,Platform Content Strategy and Experience Insights,"Documents, reports"
101112860_46_DELIVHORIZON,Initial Communication and Dissemination Plan,"Documents, reports"
101112860_5_DELIVHORIZON,Initial Gender Transformative Approach,"Documents, reports"
101112860_7_DELIVHORIZON,Methodological Approach for FARCLIMATE,"Documents, reports"
101112860_8_DELIVHORIZON,Compilation of FARCLIMATE Case Studies v1,"Documents, reports"
101112860_9_DELIVHORIZON,Stakeholder Management Strategy,"Documents, reports"
101112866_10_DELIVHORIZON,Project video,"Websites, patent fillings, videos etc."
101112866_11_DELIVHORIZON,MPA Portal user interface,"Websites, patent fillings, videos etc."
101112866_1_DELIVHORIZON,Communication strategy,"Documents, reports"
101112866_2_DELIVHORIZON,Visual identity and communication toolkit,"Websites, patent fillings, videos etc."
101112866_3_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101112866_4_DELIVHORIZON,Social media,"Documents, reports"
101112866_73_DELIVHORIZON,Overview of environment predictor factors to be included in the models,"Documents, reports"
101112866_78_DELIVHORIZON,Updated Map and data service for the Baltic Sea region,"Data sets, microdata, etc"
101112866_79_DELIVHORIZON,Updated gap analysis of data in order to get a clear overview of further data needs and infrastructure development,"Data sets, microdata, etc"
101112866_7_DELIVHORIZON,Exploitation strategy,"Documents, reports"
101112866_81_DELIVHORIZON,Report on what data has been collated and uploaded to the various database,"Documents, reports"
101112866_8_DELIVHORIZON,Project opening conference,Other
101112866_90_DELIVHORIZON,Overview of MPA managers needs with regards to the MPA Management Guideline,"Documents, reports"
101112866_91_DELIVHORIZON,Draft blueprint for process for idenfitying a list of protection targets for species and habitats,"Documents, reports"
101112866_96_DELIVHORIZON,Requirement specification of the HELCOM MPA portal,"Documents, reports"
101112867_10_DELIVHORIZON,Guidelines on Best practices of insurance pricing and innovative insurance solutions (1),"Documents, reports"
101112867_12_DELIVHORIZON,Policy Recommendation on Sustainable Insurance – principles and rules (1),"Documents, reports"
101112867_21_DELIVHORIZON,Project Management Handbook,"Documents, reports"
101112867_22_DELIVHORIZON,Data management plan (1),Data Management Plan
101112867_24_DELIVHORIZON,Data management plan (2),Data Management Plan
101112867_28_DELIVHORIZON,Dissemination and communication activities plan and reporting (1),"Documents, reports"
101112868_5_DELIVHORIZON,Website,"Websites, patent fillings, videos etc."
101112869_13_DELIVHORIZON,Report on identified communities of stakeholders and engagement activities,"Documents, reports"
101112869_14_DELIVHORIZON,Report on citizen science initiatives participating in the project and initiative activities,"Documents, reports"
101112869_18_DELIVHORIZON,Report on identification and engagement of end-users of citizen science generated soil health data,"Documents, reports"
101112869_1_DELIVHORIZON,Report on the state of the art of citizen science applied to soil,"Documents, reports"
101112869_29_DELIVHORIZON,"CDP (Communication, Dissemination and Exploitation Plan) - final version","Documents, reports"
101112869_2_DELIVHORIZON,Assessment framework for citizen science methods for soil monitoring,"Documents, reports"
101112869_31_DELIVHORIZON,Project webpage,"Websites, patent fillings, videos etc."
101112869_32_DELIVHORIZON,Training material on soil health,Other
101112869_35_DELIVHORIZON,ECHO Project Handbook,"Documents, reports"
101112869_36_DELIVHORIZON,Data Management Plan (DMP)- M6,Data Management Plan
101112869_39_DELIVHORIZON,Ethics requirements - version M8,"Documents, reports"
101112869_3_DELIVHORIZON,Citizen-generated Soil Data Quality Assessment Framework,"Documents, reports"
101112869_4_DELIVHORIZON,Monitoring and Evaluation Framework - version M12,"Documents, reports"
101112869_7_DELIVHORIZON,List of methods to leverage citizen science methods for soils,"Documents, reports"
101112869_8_DELIVHORIZON,Citizen science soil health toolbox,Other
101112869_9_DELIVHORIZON,Handbook of agreed methods to assess soil health,"Documents, reports"
101112876_2_DELIVHORIZON,Regional diagnosis for CCA,"Documents, reports"
101112876_30_DELIVHORIZON,Activity programme for the Community of Practice,"Documents, reports"
101112876_32_DELIVHORIZON,Guide for Regional Climate Adaptation Action Plan (ReCAAP) deployment,"Documents, reports"
101112876_33_DELIVHORIZON,Practice abstracts 1,"Documents, reports"
101112876_36_DELIVHORIZON,Sustainability and Exploitation Plan 1,"Documents, reports"
101112876_3_DELIVHORIZON,Climate resilient regional transformation strategies,"Documents, reports"
101112876_7_DELIVHORIZON,Demo implementation roadmap,"Documents, reports"
101112876_8_DELIVHORIZON,Mountain Adapt-emy programme,"Documents, reports"
101112877_30_DELIVHORIZON,DCCES Strategy,"Documents, reports"
101112877_33_DELIVHORIZON,Preliminary Technology replication and transfer to associated regions,"Documents, reports"
101112877_38_DELIVHORIZON,Data Management plan,Data Management Plan
101112879_18_DELIVHORIZON,Report on feedback loop including impact pathways generated by measures for prevention,"Documents, reports"
101112879_23_DELIVHORIZON,Open call documents kit & third-party financing rules,"Documents, reports"
101112879_27_DELIVHORIZON,"Community engagement, commun. and dissem. strategy","Documents, reports"
101112879_28_DELIVHORIZON,Performance indicators,"Documents, reports"
101112879_29_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101112879_2_DELIVHORIZON,Monitoring and analysis protocols,"Documents, reports"
101112879_30_DELIVHORIZON,Communication kit,"Websites, patent fillings, videos etc."
101112879_35_DELIVHORIZON,Plan to implement actions for Coordination of INSPIRE,"Documents, reports"
101112879_36_DELIVHORIZON,Plan to implement the technical coordination of INSPIRE,"Documents, reports"
101112879_37_DELIVHORIZON,Data Management Plan,Data Management Plan
101112879_7_DELIVHORIZON,Development of retention efficiency protocols,"Documents, reports"
101112884_25_DELIVHORIZON,Dissemination and Communication Master Plan (DCMP),"Documents, reports"
101112884_26_DELIVHORIZON,Best practices on dissemination and communication actions,"Documents, reports"
101112884_28_DELIVHORIZON,LOCALITY website,"Websites, patent fillings, videos etc."
101112887_1_DELIVHORIZON,Data Management Plan,Data Management Plan
101112889_12_DELIVHORIZON,Barriers & solutions for reuse of contaminated land and soils,"Documents, reports"
101112889_18_DELIVHORIZON,Multi-actor Communication Framework,"Documents, reports"
101112889_25_DELIVHORIZON,Initial Data Management Plan (DMP),Data Management Plan
101112889_8_DELIVHORIZON,Interim SRBLM guidance,"Documents, reports"
101112898_1_DELIVHORIZON,Data Management Plan,"Documents, reports"
101112906_14_DELIVHORIZON,PEDR,"Documents, reports"
101112906_15_DELIVHORIZON,PEDR update I,"Documents, reports"
101112906_2_DELIVHORIZON,Catalogue of innovative sponge solutions,"Data sets, microdata, etc"
101112919_10_DELIVHORIZON,Stakeholders engagement plan and existing applications/services report,"Documents, reports"
101112919_18_DELIVHORIZON,Preliminary Report on design and implementation of each platform component,"Documents, reports"
101112919_24_DELIVHORIZON,Website and project logo,"Websites, patent fillings, videos etc."
101112919_25_DELIVHORIZON,Dissemination and Communication Plan (version 1),"Documents, reports"
101112919_26_DELIVHORIZON,Dissemination and Communication Plan (version 2),"Documents, reports"
101112919_28_DELIVHORIZON,"Communication, Dissemination and Exploitation Report (version 1)","Documents, reports"
101112919_32_DELIVHORIZON,Exploitation Strategy (version 1),"Documents, reports"
101112919_3_DELIVHORIZON,Ethics,"Documents, reports"
101112919_4_DELIVHORIZON,Report on technical requirements for the core technology modules,"Documents, reports"
101112919_5_DELIVHORIZON,Data Management Plan,Data Management Plan
101112919_6_DELIVHORIZON,Updated OCEANIDS Data Management Plan,Data Management Plan
101112921_14_DELIVHORIZON,Multiannual Work plan – Business Plan per se 2023- 2025,"Documents, reports"
101112921_16_DELIVHORIZON,EIT Annual KPIs Targets 2023,"Documents, reports"
101112921_17_DELIVHORIZON,KIC’s Anti-fraud Strategy and Code of Conduct,Other
101112921_18_DELIVHORIZON,"Success stories, good practices/lessons learnt Year 1",Other
101112921_19_DELIVHORIZON,CORDA data Year 1,"Data sets, microdata, etc"
101112921_25_DELIVHORIZON,Call Information and Documents Year 2,"Documents, reports"
101112921_26_DELIVHORIZON,Call Information and Documents Year 3,"Documents, reports"
101112921_27_DELIVHORIZON,"Success stories, good practices/lessons learnt Year 2","Documents, reports"
101112921_31_DELIVHORIZON,EIT Annual KPI Targets 2024,"Documents, reports"
101112921_33_DELIVHORIZON,CORDA Data Year 2.1,"Data sets, microdata, etc"
101112921_34_DELIVHORIZON,CORDA Data Year 3,"Data sets, microdata, etc"
101112921_58_DELIVHORIZON,CORDA Data Year 2.2,"Data sets, microdata, etc"
101112921_59_DELIVHORIZON,CORDA Data Year 2.3,Data Management Plan
101112921_60_DELIVHORIZON,CODA Data Year 2.4,"Data sets, microdata, etc"
101112921_61_DELIVHORIZON,CORDA Data Year 3.1,"Data sets, microdata, etc"
101112942_17_DELIVHORIZON,Mitigation potential report,"Documents, reports"
101112942_1_DELIVHORIZON,Analysis of current MRV systems,"Documents, reports"
101112942_23_DELIVHORIZON,Report on cost guidelines,"Documents, reports"
101112942_30_DELIVHORIZON,MARVIC website,"Websites, patent fillings, videos etc."
101112942_38_DELIVHORIZON,Initial data management plan,Data Management Plan
101112943_11_DELIVHORIZON,Guidelines,"Documents, reports"
101112943_13_DELIVHORIZON,Survey,"Documents, reports"
101112943_19_DELIVHORIZON,Consumer analysis,"Documents, reports"
101112943_1_DELIVHORIZON,Monitoring and evaluation framework of algal value chains,"Documents, reports"
101112943_25_DELIVHORIZON,Communication platforms,"Demonstrators, pilots, prototypes"
101112943_26_DELIVHORIZON,Algae Business Club,"Demonstrators, pilots, prototypes"
101112943_29_DELIVHORIZON,KDMP,Data Management Plan
101112943_3_DELIVHORIZON,Internal feedstock supply chain,"Documents, reports"
101112943_5_DELIVHORIZON,Harvesting strategy,"Documents, reports"
101112951_14_DELIVHORIZON,First Carbon Farming summit report,"Documents, reports"
101112951_18_DELIVHORIZON,Strategic Communication and Dissemination Plan,"Documents, reports"
101112951_19_DELIVHORIZON,CREDIBLE website,"Websites, patent fillings, videos etc."
101112951_23_DELIVHORIZON,Data Management Plan,Data Management Plan
101112951_24_DELIVHORIZON,1st Data Management Plan Review,Data Management Plan
101112951_26_DELIVHORIZON,1st review of the Strategic Communication and Dissemination Plan,"Documents, reports"
101112972_32_DELIVHORIZON,Data management plan,Data Management Plan
101112972_33_DELIVHORIZON,Ethics management plan,Other
101112987_19_DELIVHORIZON,Data management plan,Data Management Plan
101112987_20_DELIVHORIZON,Website and Logo,"Websites, patent fillings, videos etc."
101112991_3_DELIVHORIZON,Project web site and logo,"Websites, patent fillings, videos etc."
101113001_10_DELIVHORIZON,Digital teaching aids to assess the state of ocean and freshwater resources,"Documents, reports"
101113001_14_DELIVHORIZON,Procedures to evaluate the submitted educational proposals,Other
101113001_1_DELIVHORIZON,Project management plan,"Documents, reports"
101113001_20_DELIVHORIZON,Best practices for assessing ocean and water literacy,"Documents, reports"
101113001_24_DELIVHORIZON,ProBleu website,"Websites, patent fillings, videos etc."
101113001_2_DELIVHORIZON,Risk management plan,"Documents, reports"
101113001_3_DELIVHORIZON,Data management plan,Data Management Plan
101113001_4_DELIVHORIZON,ProBleu pipeline for Blue Schools,"Documents, reports"
101113001_5_DELIVHORIZON,Evaluation of the Network of European Blue Schools,"Documents, reports"
101113001_6_DELIVHORIZON,Adaptation and improvement of Blue School guidance,"Documents, reports"
101113001_9_DELIVHORIZON,Data-collection and citizen-science tools for education on oceans and freshwater,"Documents, reports"
101113002_13_DELIVHORIZON,Database of soil properties in relation to soil uses and types,"Data sets, microdata, etc"
101113002_24_DELIVHORIZON,"Dissemination, communication, and exploitation plan","Documents, reports"
101113002_25_DELIVHORIZON,Project FENIX website and video,"Websites, patent fillings, videos etc."
101113002_26_DELIVHORIZON,Practice Abstract – batch 1,"Documents, reports"
101113002_27_DELIVHORIZON,Practice Abstract – batch 2,"Documents, reports"
101113002_32_DELIVHORIZON,Data management plan,Data Management Plan
101113004_26_DELIVHORIZON,Website and Project Logo,"Documents, reports"
101113011_16_DELIVHORIZON,Practice Abstracts – batch 1,"Documents, reports"
101113011_1_DELIVHORIZON,Toolbox to set and run a living lab,"Documents, reports"
101113011_21_DELIVHORIZON,DMP,Data Management Plan
101113011_22_DELIVHORIZON,Ethics Requirements,"Documents, reports"
101113011_23_DELIVHORIZON,DMP – midterm,Data Management Plan
101113011_3_DELIVHORIZON,Handbook of best practice,"Documents, reports"
101113015_14_DELIVHORIZON,On-line centralised repository for data and service,"Data sets, microdata, etc"
101113015_15_DELIVHORIZON,Data management service,Other
101113015_2_DELIVHORIZON,Preliminary innovation potential landscape scenario,"Documents, reports"
101113015_39_DELIVHORIZON,Communication campaign for associated regions,"Documents, reports"
101113015_4_DELIVHORIZON,Ethics management plan,"Documents, reports"
101113026_1_DELIVHORIZON,Data Management Plan,Data Management Plan
101113034_10_DELIVHORIZON,Call results and statistics - 2023,"Documents, reports"
101113034_22_DELIVHORIZON,Multiannual Work plan – Business Plan per se 2023-2025,"Documents, reports"
101113034_23_DELIVHORIZON,Education Deliverable - 2023,"Documents, reports"
101113034_44_DELIVHORIZON,EIT Annual KPIs targets - 2023,"Data sets, microdata, etc"
101113034_4_DELIVHORIZON,Call information and documentation - 2023,"Documents, reports"
101113034_55_DELIVHORIZON,RIS Hubs Interim Report,"Documents, reports"
101113034_56_DELIVHORIZON,RIS Hubs Report - 2024,"Documents, reports"
101113034_57_DELIVHORIZON,Education Deliverables - 2024,"Documents, reports"
101113034_59_DELIVHORIZON,Thematic Report RIS - 2027,"Documents, reports"
101113034_5_DELIVHORIZON,"Call timeline, information and documentation - 2024","Documents, reports"
101113034_65_DELIVHORIZON,Impact delivery targets for each EIT RIS Hub,"Documents, reports"
101113034_66_DELIVHORIZON,Financial Sustainability targets for each EIT RIS Hub,"Documents, reports"
101113034_67_DELIVHORIZON,Ranking lists and project summaries 2022,"Documents, reports"
101113034_7_DELIVHORIZON,The ranking lists and short summaries of the projects/activities - 2023,"Documents, reports"
101113034_85_DELIVHORIZON,HE results platform dissemination report - 2023,"Documents, reports"
101113034_86_DELIVHORIZON,HE results platform dissemination report - 2024,"Documents, reports"
101113034_89_DELIVHORIZON,Annual Report RIS - 2023,"Documents, reports"
101113034_96_DELIVHORIZON,Expected timeline of further open calls - 2025,"Documents, reports"
101113035_35_DELIVHORIZON,LinkedIn Group Page,"Websites, patent fillings, videos etc."
101113038_16_DELIVHORIZON,Website and project logo,"Documents, reports"
101113043_11_DELIVHORIZON,Disssemination and communication strategy,"Documents, reports"
101113043_13_DELIVHORIZON,The BlueLightS exploitation plan - V1,"Documents, reports"
101113043_14_DELIVHORIZON,The project's Data management Plan - V1,"Documents, reports"
101113043_15_DELIVHORIZON,Quality management plan,"Documents, reports"
101113043_16_DELIVHORIZON,The project Ethical Charter,"Documents, reports"
101113043_1_DELIVHORIZON,The BlueEdu CoP digital,"Websites, patent fillings, videos etc."
101113043_20_DELIVHORIZON,The project website established,"Websites, patent fillings, videos etc."
101113043_22_DELIVHORIZON,A plan on establishing synergies and collaboration,"Documents, reports"
101113043_24_DELIVHORIZON,"Plan for education, engagement and awareness activities","Documents, reports"
101113043_26_DELIVHORIZON,"Plans of events, exhibitions and conferences","Documents, reports"
101113043_4_DELIVHORIZON,A stock taking report,"Documents, reports"
101113043_5_DELIVHORIZON,A report presenting the framework for strengthening blue education,"Documents, reports"
101113043_7_DELIVHORIZON,A report presenting proposed experimentation in selected countries,"Documents, reports"
101113045_1_DELIVHORIZON,Setting-up of demo-sites network strategy report,"Documents, reports"
101113045_25_DELIVHORIZON,Dissemination and Communication strategy report,"Documents, reports"
101113045_29_DELIVHORIZON,"Data Management Plan, first issue",Data Management Plan
101113045_2_DELIVHORIZON,Development collaborative actions with local stakeholders to design the demo-site evolution report,"Documents, reports"
101113045_33_DELIVHORIZON,Project Website,"Websites, patent fillings, videos etc."
101113045_3_DELIVHORIZON,Up-scaling process of liaison with authorities and policy makers of the demo-sites member state from local to national report,"Documents, reports"
101113048_20_DELIVHORIZON,Website and logo,"Websites, patent fillings, videos etc."
101113067_20_DELIVHORIZON,Website and project logo,"Websites, patent fillings, videos etc."
101113067_30_DELIVHORIZON,Dissemination material,"Documents, reports"
101113073_21_DELIVHORIZON,Website and Logo,"Websites, patent fillings, videos etc."
101113078_11_DELIVHORIZON,Demographic data of the participants of the mini-company entrepreneurship programme for academic years 2023,"Documents, reports"
101113078_12_DELIVHORIZON,Description of new learning module developed,"Documents, reports"
101113078_13_DELIVHORIZON,Description of revised and improved modules developed in 2020-2022,"Documents, reports"
101113078_15_DELIVHORIZON,External evaluation of the GGC programme,"Documents, reports"
101113078_16_DELIVHORIZON,"List of participants for 4,000 girls participating in training events each year","Documents, reports"
101113078_17_DELIVHORIZON,"List of participants for 1,000 girls participating in training events per KIC each year","Documents, reports"
101113078_18_DELIVHORIZON,Programme and participant list of Women and Girls in STEM Forum for each year,"Documents, reports"
101113078_19_DELIVHORIZON,WGSF Policy brief,"Documents, reports"
101113078_1_DELIVHORIZON,Cluster Kick-Off or Mid-term Meeting Agenda and Participant List,"Documents, reports"
101113078_20_DELIVHORIZON,Junior Alumni Pilot report,"Documents, reports"
101113078_21_DELIVHORIZON,Junior Alumni activities report,"Documents, reports"
101113078_22_DELIVHORIZON,Communications activity report,"Documents, reports"
101113078_23_DELIVHORIZON,"EIT Virtual Campus 2.0, 3.0, 4.0 summary report","Documents, reports"
101113078_24_DELIVHORIZON,Annual social media impact reports,"Documents, reports"
101113078_25_DELIVHORIZON,Governance and IPR policy report,"Documents, reports"
101113078_26_DELIVHORIZON,Financial Sustainability policy report,"Documents, reports"
101113078_27_DELIVHORIZON,Learning pathway creation processes report,"Documents, reports"
101113078_28_DELIVHORIZON,Signing of MOOC solution license(s) Report on final solution implemented,"Documents, reports"
101113078_29_DELIVHORIZON,"Management report including: Meeting minutes of alignment calls with EIT, Meeting minutes of Cross-KIC Consortium meetings, and Detailed timeline for the year","Documents, reports"
101113078_2_DELIVHORIZON,Communication and Dissemination Strategy,"Documents, reports"
101113078_30_DELIVHORIZON,Annual report of bookings and event,"Documents, reports"
101113078_31_DELIVHORIZON,Report on existing network and business model for EIT Alumni,"Documents, reports"
101113078_32_DELIVHORIZON,End of year progress report,"Documents, reports"
101113078_33_DELIVHORIZON,Value Proposition Report including recommendations of activities that have the potential for revenue generation,"Documents, reports"
101113078_34_DELIVHORIZON,Report with verification and updates of existing resources,"Documents, reports"
101113078_35_DELIVHORIZON,Report covering the research into the needs for resources of this audience for the database,"Documents, reports"
101113078_36_DELIVHORIZON,"Concept note, implementation plan, communications & logistics and revenue generation plan for CONNECT 2023","Documents, reports"
101113078_37_DELIVHORIZON,Report of the scope and results of the DTTI communications campaign in the Alumni community,"Documents, reports"
101113078_38_DELIVHORIZON,Communications and Dissemination Strategy,"Documents, reports"
101113078_39_DELIVHORIZON,EIT Alumni Impact Report,"Documents, reports"
101113078_41_DELIVHORIZON,DTTI report 2023,"Documents, reports"
101113078_42_DELIVHORIZON,DTTI report 2024,"Documents, reports"
101113078_44_DELIVHORIZON,"Concept note, implementation plan, communications & logistics and revenue generation plan for CONNECT 2024","Documents, reports"
101113078_45_DELIVHORIZON,"Concept note, implementation plan, communications & logistics and revenue generation plan for CONNECT 2025","Documents, reports"
101113078_46_DELIVHORIZON,Minutes and attendance lists of the meetings and consultations organised with the EIT KICs for all meetings within the WP,"Documents, reports"
101113078_48_DELIVHORIZON,Report on gender mainstreaming 1,"Documents, reports"
101113078_49_DELIVHORIZON,"Annual report on the identification, codification, sharing and dissemination activities 2024","Documents, reports"
101113078_4_DELIVHORIZON,Report 1,"Documents, reports"
101113078_54_DELIVHORIZON,EIT Youth and EUIPO Collaboration Report,"Documents, reports"
101113078_55_DELIVHORIZON,Report on gender mainstreaming 2,"Documents, reports"
101113078_57_DELIVHORIZON,Corda datasheet declaration No. 4 2024,"Documents, reports"
101113078_58_DELIVHORIZON,Corda datasheet declaration No. 1 2025,"Documents, reports"
101113078_59_DELIVHORIZON,Corda datasheet declaration No. 2 2025,"Documents, reports"
101113078_5_DELIVHORIZON,Report 2,"Documents, reports"
101113078_60_DELIVHORIZON,Corda datasheet declaration No. 3 2025,"Documents, reports"
101113078_62_DELIVHORIZON,CONNECT 24 Final report including lessons learnt,"Documents, reports"
101113078_63_DELIVHORIZON,"Alumni activity report: An overview of activities and engagement levels, and recommendations for the future","Documents, reports"
101113078_64_DELIVHORIZON,"EIT Alumni Governance Model, including a section on Rules of procedures of the EIT Alumni Board covering roles and responsibilities, aligned with call of Interests","Documents, reports"
101113078_65_DELIVHORIZON,Call of Interests to join the EIT Alumni Board as a Community Representative and Chair,"Documents, reports"
101113078_66_DELIVHORIZON,"Value Proposition Strategy: Outline of offerings for Key Stakeholder Groups, including Revenue Targets and KPIs, that integrates the Marketplace of Talents approach and ensures alignment with EIT Alumni Governance Model & Financial Sustainability","Documents, reports"
101113078_67_DELIVHORIZON,EIT Alumni Membership and Inclusion Policy,"Documents, reports"
101113078_68_DELIVHORIZON,Report of Stakeholder Engagement Plan,"Documents, reports"
101113078_70_DELIVHORIZON,List of participants for 6000 girls (2023-2024)/5550 girls (2025) participating in training each year(2),"Documents, reports"
101113078_74_DELIVHORIZON,Programme and participant list of Women and Girls in STEM Forum for each year (2),"Documents, reports"
101113078_76_DELIVHORIZON,WGSF Policy brief (2),"Documents, reports"
101113078_79_DELIVHORIZON,Communications activity report (2),"Documents, reports"
101113078_7_DELIVHORIZON,Management report,"Documents, reports"
101113078_81_DELIVHORIZON,EIT Youth and EUIPO collaboration report (2),"Documents, reports"
101113078_82_DELIVHORIZON,"Management report including Meeting minutes of alignment calls with EIT, Meeting minutes of Cross-KIC Consortium meetings, and Detailed timeline for the year (2)","Documents, reports"
101113078_84_DELIVHORIZON,Annual report of bookings and event (2),"Documents, reports"
101113078_87_DELIVHORIZON,Report with verification and updates of existing resources (2),"Documents, reports"
101113078_89_DELIVHORIZON,EIT Alumni Impact Report (2),"Documents, reports"
101113078_99_DELIVHORIZON,Revised Marketing and Comms Strategy,"Documents, reports"
101113079_1_DELIVHORIZON,Website,"Websites, patent fillings, videos etc."
101113079_5_DELIVHORIZON,Data management plan,"Documents, reports"
101113081_25_DELIVHORIZON,D7.4 Website&Logo,"Demonstrators, pilots, prototypes"
101113086_4_DELIVHORIZON,Web-page,"Documents, reports"
101113086_6_DELIVHORIZON,Dissemination and communication reports I,"Documents, reports"
101113088_1_DELIVHORIZON,Website and project logo,"Documents, reports"
101113091_1_DELIVHORIZON,Data Management Plan,Data Management Plan
101113098_11_DELIVHORIZON,Data management plan V1,Data Management Plan
101113098_12_DELIVHORIZON,Flow experiment and sensor raw data sets,"Data sets, microdata, etc"
101113098_4_DELIVHORIZON,Specification sheet and user guide,"Documents, reports"
101113098_5_DELIVHORIZON,Plan for dissemination & exploitation,"Documents, reports"
101113098_6_DELIVHORIZON,Project website launch,"Websites, patent fillings, videos etc."
101113098_8_DELIVHORIZON,App. note on sensor comparative performance,"Websites, patent fillings, videos etc."
101113098_9_DELIVHORIZON,Video about sensor operation,"Websites, patent fillings, videos etc."
101113106_1_DELIVHORIZON,Data Management Plan,Data Management Plan
101113107_1_DELIVHORIZON,Internal communication plan,"Documents, reports"
101113107_2_DELIVHORIZON,Data management plan,Data Management Plan
101113107_30_DELIVHORIZON,"Dissemination, IP, and exploitation plan","Documents, reports"
101113107_31_DELIVHORIZON,External communication plan,"Documents, reports"
101113107_32_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101113107_33_DELIVHORIZON,Communication material,"Websites, patent fillings, videos etc."
101113110_1_DELIVHORIZON,"Website, project logo, and Social Media accounts created","Websites, patent fillings, videos etc."
101113121_12_DELIVHORIZON,Project website & logo,"Websites, patent fillings, videos etc."
101113140_1_DELIVHORIZON,Project website and logo,"Websites, patent fillings, videos etc."
101113151_105_DELIVHORIZON,2023 EITCSS Dissemination Report,"Documents, reports"
101113151_108_DELIVHORIZON,2024 AI related Policy reports,"Documents, reports"
101113151_10_DELIVHORIZON,2024 EIT AI Roadmap Report,"Documents, reports"
101113151_110_DELIVHORIZON,2023 EIT Community NEB communication,"Documents, reports"
101113151_111_DELIVHORIZON,2024 EIT Community NEB communication,"Documents, reports"
101113151_122_DELIVHORIZON,2024 Catalyse NEB,"Documents, reports"
101113151_13_DELIVHORIZON,AI related Policy reports,"Documents, reports"
101113151_14_DELIVHORIZON,2023 Report on Evaluation of the AI Challenges,"Documents, reports"
101113151_15_DELIVHORIZON,2024 Report on Evaluation of the AI Challenges,"Documents, reports"
101113151_17_DELIVHORIZON,2023 Report on the AI Challenges POC final results,"Documents, reports"
101113151_19_DELIVHORIZON,2024 Report on the AI Challenges POC final results,"Documents, reports"
