deliverable_id:ID(Deliverable),title,deliverableType
101069831_40_DELIVHORIZON,ENERSHARE trust and sovereignty building blocks (Beta version),"Documents, reports"
101069831_41_DELIVHORIZON,ENERSHARE trust and sovereignty building blocks (Final version),"Documents, reports"
101069831_5_DELIVHORIZON,Use cases' descriptions and list of minimum Data Space building blocks required for pilots,"Documents, reports"
101069831_6_DELIVHORIZON,Report on the data sharing incentive design for consumers and local communities,"Documents, reports"
101069831_7_DELIVHORIZON,Description of reference architecture for the ENERSHARE Data Space,"Documents, reports"
101069831_8_DELIVHORIZON,Business requirements and functional Specification,"Documents, reports"
101069831_9_DELIVHORIZON,"Final version of the ENERSHARE requirements, SSH-driven approach, and reference architecture","Documents, reports"
101069834_10_DELIVHORIZON,Trust Mechanisms Implementation and Report,"Documents, reports"
101069834_12_DELIVHORIZON,Dynamic building stock analysis,"Data sets, microdata, etc"
101069834_13_DELIVHORIZON,Static building stock analysis,"Data sets, microdata, etc"
101069834_14_DELIVHORIZON,Quality control process,"Documents, reports"
101069834_15_DELIVHORIZON,Comparison of dynamic and static data/information of Europe's building stock,"Documents, reports"
101069834_16_DELIVHORIZON,Data enhancement methods for building stock,Other
101069834_17_DELIVHORIZON,Model techniques for synthetic data creation,Other
101069834_20_DELIVHORIZON,MODERATE analytics for buildings V1.0,Other
101069834_21_DELIVHORIZON,MODERATE analytics for buildings V2.0,Other
101069834_22_DELIVHORIZON,MODERATE analytics for buildings V3.0,Other
101069834_23_DELIVHORIZON,Management and monetization services,Other
101069834_26_DELIVHORIZON,Guidelines to investigate users' perceptions about the use of building data,"Documents, reports"
101069834_27_DELIVHORIZON,Report on users' perceptions,"Documents, reports"
101069834_28_DELIVHORIZON,MODERATE features' fact-sheets,Other
101069834_32_DELIVHORIZON,POR for MODERATE,"Documents, reports"
101069834_33_DELIVHORIZON,MODERATE Lean Model Canvas,"Documents, reports"
101069834_6_DELIVHORIZON,MODERATE Platform Architecture,"Documents, reports"
101069834_7_DELIVHORIZON,Data Storage and Analytics Layer Implementation and Documentation,"Documents, reports"
101069834_8_DELIVHORIZON,Data Integrity and Validation Pipeline,Other
101069834_9_DELIVHORIZON,Public Interfaces Implementation and Documentation,"Documents, reports"
101069836_10_DELIVHORIZON,Value network report 2024,"Documents, reports"
101069836_11_DELIVHORIZON,Industrial alignment report 2024,"Documents, reports"
101069836_12_DELIVHORIZON,HiPEAC Magazines 2024,"Websites, patent fillings, videos etc."
101069836_1_DELIVHORIZON,HiPEAC Communication and Dissemination plan,"Documents, reports"
101069836_2_DELIVHORIZON,HiPEAC Roadmap 2024,"Documents, reports"
101069836_3_DELIVHORIZON,HiPEAC Roadmap 2024 video,"Websites, patent fillings, videos etc."
101069836_4_DELIVHORIZON,Value network report 2023,"Documents, reports"
101069836_5_DELIVHORIZON,Industrial alignment report 2023,"Documents, reports"
101069836_6_DELIVHORIZON,HiPEAC Magazines 2023,"Websites, patent fillings, videos etc."
101069836_8_DELIVHORIZON,HiPEAC Roadmap 2025,"Documents, reports"
101069836_9_DELIVHORIZON,HiPEAC Roadmap 2025 video,"Websites, patent fillings, videos etc."
101069839_12_DELIVHORIZON,"SYNERGIES Dissemination, Communication and Engagement Plan","Documents, reports"
101069839_15_DELIVHORIZON,Intermediate Report on Interoperability Demonstration and Liaison activities,"Documents, reports"
101069839_1_DELIVHORIZON,Project Management Plan,"Documents, reports"
101069839_2_DELIVHORIZON,Data Management Plan,Other
101069839_3_DELIVHORIZON,1st version of SYNERGIES Requirements and Detailed Architecture Design,"Documents, reports"
101069839_4_DELIVHORIZON,Final version of the SYNERGIES Requirements and Detailed Architecture Design,"Documents, reports"
101069839_5_DELIVHORIZON,SYNERGIES Energy Data Space Release 1.00,Other
101069839_7_DELIVHORIZON,"Release of the Energy Services, Applications and Marketplace",Other
101069852_10_DELIVHORIZON,Interim Data Management Plan,"Data sets, microdata, etc"
101069852_11_DELIVHORIZON,"Primary and secondary data, & the MOVE2CCAM data warehouse","Documents, reports"
101069852_12_DELIVHORIZON,"Satellites' needs, impact analysis and mapping","Documents, reports"
101069852_13_DELIVHORIZON,Social and environmental lifecycle analysis of CCAM scenarios,"Documents, reports"
101069852_14_DELIVHORIZON,Final data management plan & the MOVE2CCAM data warehouse,"Documents, reports"
101069852_15_DELIVHORIZON,The MOVE2CCAM impact assessment tool - Beta version,"Documents, reports"
101069852_16_DELIVHORIZON,The MOVE2CCAM impact assessment tool - Final version,"Documents, reports"
101069852_18_DELIVHORIZON,Communication kit,"Documents, reports"
101069852_1_DELIVHORIZON,CCAM solutions review and gaps,"Documents, reports"
101069852_20_DELIVHORIZON,Communication and dissemination report I,"Documents, reports"
101069852_21_DELIVHORIZON,Communication and dissemination report II,"Documents, reports"
101069852_23_DELIVHORIZON,Recommendations & roadmap for CCAM partnerships,"Documents, reports"
101069852_2_DELIVHORIZON,"CCAM use cases, business model, scenarios and KPIs","Documents, reports"
101069852_3_DELIVHORIZON,CCAM impact analysis roadmap,"Documents, reports"
101069852_4_DELIVHORIZON,Knowledge bank,"Websites, patent fillings, videos etc."
101069852_6_DELIVHORIZON,Engagement activities summary - Mid-term,"Documents, reports"
101069852_7_DELIVHORIZON,Training material,"Documents, reports"
101069852_8_DELIVHORIZON,Engagement activities summary - Final,"Documents, reports"
101069852_9_DELIVHORIZON,Initial data management plan,"Data sets, microdata, etc"
101069865_19_DELIVHORIZON,"Results of environmental, economic and social preliminary analyses (baseline scenarios)","Documents, reports"
101069865_1_DELIVHORIZON,Catalogue of data of the feedstock to be treated,"Documents, reports"
101069865_22_DELIVHORIZON,Communication and dissemination Plan and visual identity,"Documents, reports"
101069865_23_DELIVHORIZON,RESPECT website,"Websites, patent fillings, videos etc."
101069865_2_DELIVHORIZON,Catalogue of different solutions adapted to logistic,"Documents, reports"
101069865_5_DELIVHORIZON,Report on selective separation of graphite and active materials technology development,"Documents, reports"
101069877_10_DELIVHORIZON,Human-machine collaboration in Drones Risk Assessment,"Documents, reports"
101069877_11_DELIVHORIZON,Safety Bow-Tie analysis for AI case studies,"Documents, reports"
101069877_12_DELIVHORIZON,Regulatory cohesion for digital assistants implementation,"Documents, reports"
101069877_3_DELIVHORIZON,Design principles for digital assistants and HF assessment methodology,"Documents, reports"
101069877_4_DELIVHORIZON,Human performance and automation integration report,"Documents, reports"
101069877_5_DELIVHORIZON,Human factors design principles for an en-route digital assistant,"Documents, reports"
101069877_6_DELIVHORIZON,Human factors design principles for a stabilised approach digital assistant,"Documents, reports"
101069877_7_DELIVHORIZON,Human factors design principles for Drones Risk Assessment,"Documents, reports"
101069877_8_DELIVHORIZON,Human-machine collaboration in en-route operations,"Documents, reports"
101069877_9_DELIVHORIZON,Human-machine collaboration in destabilised approaches,"Documents, reports"
101069880_10_DELIVHORIZON,Quantification of distributional effects and their drivers of EU-level and national climate mitigation policies without compensatory measures (e.g. analysing drivers of distributional effects) [T3.2],"Documents, reports"
101069880_13_DELIVHORIZON,Report on the framework for analysing actions and institutional capacities required for a just transition [T4.1],"Documents, reports"
101069880_1_DELIVHORIZON,"Analytical tool for mapping varying conceptions of just transition, presented in a report explaining the tool and summarising results from the systematic review of just transition conceptions used by policymakers,EU stakeholder groups & researchers [T1.1]","Documents, reports"
101069880_21_DELIVHORIZON,Project at the glance [T6.1],"Documents, reports"
101069880_2_DELIVHORIZON,Visualized and written documentation of results of first phase stakeholder engagement in Romania and Spain for stakeholders and an interested public [T1.2],"Documents, reports"
101069880_4_DELIVHORIZON,A vision for the EU Just Transition and accompanying narrative [T1.4],"Documents, reports"
101069880_6_DELIVHORIZON,"Evidence of firms' understanding of, perceived impacts of, and responses to the EU Just Transition towards climate neutrality for Germany, Romania, Spain, and the UK [T2.2]","Documents, reports"
101069880_7_DELIVHORIZON,EU-wide labour market and skill demand implications of the Just Transition [T2.3],"Documents, reports"
101069880_9_DELIVHORIZON,Modelling updates to integrate vertical and horizontal distributional effects in theoretical and numerical models [T3.1],"Documents, reports"
101069888_10_DELIVHORIZON,Preliminary sizing analysis,"Documents, reports"
101069888_17_DELIVHORIZON,H2ICE prototype technical specification data and manual,"Documents, reports"
101069888_18_DELIVHORIZON,Developed H2ICE research engine,"Demonstrators, pilots, prototypes"
101069888_19_DELIVHORIZON,H2ICE installed and adapted to UPV's test bench,"Demonstrators, pilots, prototypes"
101069888_22_DELIVHORIZON,Fuel cell system specification datasheet and manual,"Documents, reports"
101069888_24_DELIVHORIZON,Fuel cell integration report,"Documents, reports"
101069888_39_DELIVHORIZON,Communication materials,"Websites, patent fillings, videos etc."
101069888_40_DELIVHORIZON,Monitoring and evaluation annual report of communication and dissemination activities (1st release),"Documents, reports"
101069888_41_DELIVHORIZON,Monitoring and evaluation annual report of communication and dissemination activities (2nd release),"Documents, reports"
101069888_44_DELIVHORIZON,Data Management Plan (1st release),"Documents, reports"
101069888_45_DELIVHORIZON,Data Management Plan (2nd release with partial open access),"Documents, reports"
101069888_5_DELIVHORIZON,Project Management Plan,"Documents, reports"
101069888_6_DELIVHORIZON,Project Management Plan 1st revision,"Documents, reports"
101069888_8_DELIVHORIZON,Detailed description of experimental activities,"Documents, reports"
101069888_9_DELIVHORIZON,Critical paramete identification,"Documents, reports"
101069892_15_DELIVHORIZON,Dissemination/Communication Strategy & Kit / Activities Report Initial Version,"Documents, reports"
101069892_16_DELIVHORIZON,Data Management Plan 1st Version,Data Management Plan
101069892_17_DELIVHORIZON,Dissemination/ Communication Strategy & Kit / Activities Report 2nd Version,"Documents, reports"
101069892_1_DELIVHORIZON,Knowledge Base of Last-mile Solutions and GreenLog requirements specification,"Documents, reports"
101069892_20_DELIVHORIZON,Data Management Plan 2nd Version,"Documents, reports"
101069892_23_DELIVHORIZON,"IPRandinnovationmanagement, Commercial Roadmap","Documents, reports"
101069892_27_DELIVHORIZON,2nd Version of GREEN-LOG requirements specification,"Documents, reports"
101069892_2_DELIVHORIZON,Solutions Blueprints and Multi-actor organisational and business models Initial Version,"Documents, reports"
101069892_3_DELIVHORIZON,"Assessment, Transferability and Adaptability Framework Initial Version","Documents, reports"
101069892_4_DELIVHORIZON,Services for orchestrated deployment of new delivery methods V1,"Demonstrators, pilots, prototypes"
101069892_9_DELIVHORIZON,Real-time & Connected services V1,"Demonstrators, pilots, prototypes"
101069898_11_DELIVHORIZON,Policy brief on legal and regulatory frameworks for CCAM - first release,"Documents, reports"
101069898_17_DELIVHORIZON,Analysis of testing procedures and administrative framework conditions on CCAM testing,"Documents, reports"
101069898_5_DELIVHORIZON,Knowledge Base Governance Report,"Documents, reports"
101069898_9_DELIVHORIZON,Stakeholder Analysis Map and Engagement Strategy,"Documents, reports"
101069904_10_DELIVHORIZON,NCP Curriculum - update,"Documents, reports"
101069904_13_DELIVHORIZON,NCP Newcomer Guide,"Documents, reports"
101069904_18_DELIVHORIZON,Recommendations for broadening participation for Space,"Documents, reports"
101069904_20_DELIVHORIZON,Guidelines for Newcomers,"Documents, reports"
101069904_9_DELIVHORIZON,NCP Curriculum,"Documents, reports"
101069905_11_DELIVHORIZON,Report on techno-economic analysis of non-CO2 GHG removal technologies,"Documents, reports"
101069905_16_DELIVHORIZON,Dissemination plan,"Documents, reports"
101069905_17_DELIVHORIZON,Dissemination plan V2,"Documents, reports"
101069905_1_DELIVHORIZON,Report on selected catalyst for CH4 conversion,"Documents, reports"
101069905_24_DELIVHORIZON,Data management plan,Data Management Plan
101069905_25_DELIVHORIZON,Data management plan v2,Data Management Plan
101069905_2_DELIVHORIZON,Report on selected sorbent materials for CH4 separation,"Documents, reports"
101069905_9_DELIVHORIZON,Report on optimal process design for CH4 and N2O removal from diluted non-fossil sources,"Documents, reports"
101069910_1_DELIVHORIZON,Data management plan,Data Management Plan
101069910_26_DELIVHORIZON,Dissemination and communication plan,"Documents, reports"
101069910_29_DELIVHORIZON,DMP Update,Data Management Plan
101069910_34_DELIVHORIZON,Dissemination and communication plan (II),"Documents, reports"
101069931_14_DELIVHORIZON,"Basic Aspen/Hysys models for lab and large-scale prototypes based on results from WP1 and WP2, WP4","Documents, reports"
101069931_28_DELIVHORIZON,Project management manual (quality management),"Documents, reports"
101069931_29_DELIVHORIZON,Data Management Plan (M6),Data Management Plan
101069931_30_DELIVHORIZON,Data Management Plan (M24),Data Management Plan
101069931_32_DELIVHORIZON,Report on carbon market potential and business opportunities,"Documents, reports"
101069934_10_DELIVHORIZON,D3.2 Definition of Transition Super-Lab use cases,"Documents, reports"
101069934_11_DELIVHORIZON,D3.3 Transition Super-Lab Action Plan (APs per TSL as Annex),"Documents, reports"
101069934_12_DELIVHORIZON,D3.4 Transition Super-Labs' Lessons Learned,"Documents, reports"
101069934_13_DELIVHORIZON,D4.1 Super-Lab Roadmap - version 1,"Documents, reports"
101069934_14_DELIVHORIZON,D4.2 Super-Lab Roadmap – version 2,"Documents, reports"
101069934_15_DELIVHORIZON,D4.3 Toolkits (incl. matchmaking system) for Transition Super-Lab Roadmap Implementation,Other
101069934_16_DELIVHORIZON,D4.4 Knowledge Hub,Other
101069934_17_DELIVHORIZON,D5.1 Framework for Super-Labs Assessment - version 1,"Documents, reports"
101069934_18_DELIVHORIZON,D5.2 Framework for Super-Labs Assessment – version 2,"Documents, reports"
101069934_19_DELIVHORIZON,D5.3 Best practices and recommendations for Super-Labs opera-tion towards the region transition,"Documents, reports"
101069934_1_DELIVHORIZON,D1.1 Data Management Plan,"Documents, reports"
101069934_20_DELIVHORIZON,D5.4 Guidelines for Super-Labs tools utilisation,"Documents, reports"
101069934_21_DELIVHORIZON,D6.1 Communication and Dissemination Strategy and Plan - version 1,"Documents, reports"
101069934_22_DELIVHORIZON,D6.2 Communication and Dissemination Strategy and Plan - version 2,"Documents, reports"
101069934_23_DELIVHORIZON,D6.3 TRANSFORMER Hub,"Websites, patent fillings, videos etc."
101069934_24_DELIVHORIZON,D6.4 TRANSFORMER capacity building activity report,"Documents, reports"
101069934_25_DELIVHORIZON,D6.5 TRANSFORMER Exploitation Plan,"Documents, reports"
101069934_2_DELIVHORIZON,D1.2 Project Management Plan - version 1,"Documents, reports"
101069934_3_DELIVHORIZON,D1.3 Project Management Plan – version 2,"Documents, reports"
101069934_4_DELIVHORIZON,D1.4 Project Management Plan – version 3,"Documents, reports"
101069934_5_DELIVHORIZON,D2.1 Summary of data collection on TSL predecessors,"Documents, reports"
101069934_6_DELIVHORIZON,D2.2 Quantitative mapping research report,"Documents, reports"
101069934_7_DELIVHORIZON,D2.3 Regional SWOT analyses as feasibility studies to be used as evidence-base in decision-making for roadmap construc-tion,"Documents, reports"
101069934_8_DELIVHORIZON,D2.4 Academic working paper(s) for conceptual framing of Tran-sition Super-Labs,"Documents, reports"
101069934_9_DELIVHORIZON,"D3.1 Recommendations for Transition Super-Lab coalitions building, empowering of vulnerable and marginalised groups, and vision process (BMR)","Documents, reports"
101069941_12_DELIVHORIZON,Multi-Hazard Vulnerability Modules for IWW and connected hinterland infrastructures 1st version,Other
101069941_13_DELIVHORIZON,Multi-Hazard Vulnerability Modules for IWW and connected hinterland infrastructures final version,Other
101069941_15_DELIVHORIZON,"Assessment along the IWW corridor and a surrounding disaster affected area, using multi-source remote sensing data","Documents, reports"
101069941_16_DELIVHORIZON,Dynamic link to hazard and resilience assessment,"Documents, reports"
101069941_19_DELIVHORIZON,"Business Continuity Models, Adaptation Strategies Standard Response Procedures","Documents, reports"
101069941_23_DELIVHORIZON,The PLOTO Integrated System and Acceptance tests 1st version,"Demonstrators, pilots, prototypes"
101069941_27_DELIVHORIZON,"Project Website, Corporate identity and general templates for dissemination material","Websites, patent fillings, videos etc."
101069941_28_DELIVHORIZON,"Dissemination, Communication and Exploitation Strategy 1st version","Documents, reports"
101069941_29_DELIVHORIZON,"Dissemination, Communication and Exploitation Strategy 2nd version","Documents, reports"
101069941_2_DELIVHORIZON,Data Management Plan,"Documents, reports"
101069941_3_DELIVHORIZON,"Definition of the Requirements, Use Cases and System Specifications 1st version","Documents, reports"
101069941_4_DELIVHORIZON,"Definition of the Requirements, Use Cases and System Specifications final version","Documents, reports"
101069941_7_DELIVHORIZON,Report on the dynamical downscaling of climate and atmospheric impacts 1st version,"Documents, reports"
101069941_8_DELIVHORIZON,Report on the dynamical downscaling of climate and atmospheric impacts final version,"Documents, reports"
101069941_9_DELIVHORIZON,Report on Dynamic Data Assimilation methodology and site-specific risk parameters and stressor indicators,"Documents, reports"
101069949_10_DELIVHORIZON,Website completion,"Websites, patent fillings, videos etc."
101069949_15_DELIVHORIZON,Training Activity: Workshop 1,Other
101069949_23_DELIVHORIZON,Outreach Activity 1,Other
101069949_24_DELIVHORIZON,Training Activity: Workshop 2,Other
101069949_25_DELIVHORIZON,Training Activity: Workshop 3,Other
101069949_6_DELIVHORIZON,Oral presentations by ESRs at MTR meeting on WP1,Other
101069949_7_DELIVHORIZON,Oral presentations by ESRs at MTR meeting on WP2,Other
101069981_19_DELIVHORIZON,System model,"Demonstrators, pilots, prototypes"
101069981_26_DELIVHORIZON,Development and operation of project's website,"Websites, patent fillings, videos etc."
101069981_27_DELIVHORIZON,Define the Dissemination and Exploitation Plan,"Documents, reports"
101069981_2_DELIVHORIZON,Define Data Management Plan,Data Management Plan
101069981_8_DELIVHORIZON,Priority list of non-CRM electrodes,"Data sets, microdata, etc"
101069987_10_DELIVHORIZON,Stakeholder Engagement Final Report,"Documents, reports"
101069987_11_DELIVHORIZON,Period 1 Report on Programme Governance and operation,"Documents, reports"
101069987_12_DELIVHORIZON,Period 1 report on WG Achievements,"Documents, reports"
101069987_13_DELIVHORIZON,Period 2 Report on Programme Governance and operation,"Documents, reports"
101069987_15_DELIVHORIZON,Period 1 Report on events,"Documents, reports"
101069987_16_DELIVHORIZON,Period 1 Report on Infrastructure provision and usage,"Documents, reports"
101069987_17_DELIVHORIZON,Period 2 Report on events,"Documents, reports"
101069987_18_DELIVHORIZON,Period 2 Report on Infrastructure provision and usage,"Documents, reports"
101069987_1_DELIVHORIZON,Impact Analysis Report 1.0,"Documents, reports"
101069987_2_DELIVHORIZON,Impact Analysis Report 2.0,"Documents, reports"
101069987_3_DELIVHORIZON,Dissemination and Communication Strategy and Plan,"Documents, reports"
101069987_4_DELIVHORIZON,Dissemination and Communication Interim Report,"Documents, reports"
101069987_5_DELIVHORIZON,European 5G Annual Journal 2022/23,"Documents, reports"
101069987_7_DELIVHORIZON,Dissemination and Communication Final Report,"Documents, reports"
101069987_8_DELIVHORIZON,Stakeholder Engagement Strategy and Plan,"Documents, reports"
101069987_9_DELIVHORIZON,Stakeholder Engagement Interim Report,"Documents, reports"
101069990_10_DELIVHORIZON,Open Call outcome report,"Documents, reports"
101069990_12_DELIVHORIZON,HTE and PPE mentoring plan,"Documents, reports"
101069990_14_DELIVHORIZON,Technology transfer on HEClab (HTE),"Documents, reports"
101069990_17_DELIVHORIZON,PEDR,"Documents, reports"
101069990_18_DELIVHORIZON,Communication and dissemination plan,"Documents, reports"
101069990_19_DELIVHORIZON,Hungry City visual identity,"Documents, reports"
101069990_1_DELIVHORIZON,Thematic knowledge hubs,Other
101069990_20_DELIVHORIZON,PEDR - version 2,"Demonstrators, pilots, prototypes"
101069990_23_DELIVHORIZON,Prototyping parks,"Demonstrators, pilots, prototypes"
101069990_24_DELIVHORIZON,Project Quality Management Plan,"Documents, reports"
101069990_25_DELIVHORIZON,Project Data Management Plan,"Documents, reports"
101069990_26_DELIVHORIZON,IPR Report,"Documents, reports"
101069990_27_DELIVHORIZON,Art-Driven Innovation HEClab matchmaking methodology - intermediate,"Documents, reports"
101069990_2_DELIVHORIZON,Contemporary agri-food AI urgencies framework,"Documents, reports"
101069990_30_DELIVHORIZON,Call Announcement and Guide for Applicants - second call,"Documents, reports"
101069990_31_DELIVHORIZON,Call Announcement and Guide for Applicants - second OC - second stage,"Documents, reports"
101069990_32_DELIVHORIZON,Matchmaking for PPEs,Other
101069990_35_DELIVHORIZON,Lessons learned (HTEs),"Documents, reports"
101069990_37_DELIVHORIZON,Application Experiments scale up - version 1,"Documents, reports"
101069990_3_DELIVHORIZON,Art-Driven Innovation HEClab marchmaking methodology,"Documents, reports"
101069990_40_DELIVHORIZON,HEClab exploitation plan- initial,"Documents, reports"
101069990_42_DELIVHORIZON,Experiment scale-up impact plans - HTEs,"Documents, reports"
101069990_45_DELIVHORIZON,Project Data Management Plan - update 1,"Documents, reports"
101069990_47_DELIVHORIZON,IPR Report - update 1,"Documents, reports"
101069990_4_DELIVHORIZON,HEC virtual fab lab framework requirements,"Documents, reports"
101069990_5_DELIVHORIZON,HEC virtual fab lab framework architecture,"Documents, reports"
101069990_6_DELIVHORIZON,Enhanced and integrated usability-based framework,Other
101069990_8_DELIVHORIZON,Call Announcement and Guide for Applicants,"Documents, reports"
101069990_9_DELIVHORIZON,Matchmaking,Other
101069994_12_DELIVHORIZON,Webinars on cybersecurity best practices,Other
101069994_13_DELIVHORIZON,Workshops with open participation of prospective open call contenders about use of multimodal technologies to enable safe and stree-free environment for operators,Other
101069994_15_DELIVHORIZON,Challenge preliminary Market Analysis,"Documents, reports"
101069994_19_DELIVHORIZON,Use-cases and challenges report,"Documents, reports"
101069994_20_DELIVHORIZON,Catalogue of solutions and explanation for 3rd party applicants,"Documents, reports"
101069994_21_DELIVHORIZON,Report on open-call procedures and rules and publication summary,"Documents, reports"
101069994_22_DELIVHORIZON,Open call results and analytics on proposals submitted,"Documents, reports"
101069994_25_DELIVHORIZON,Monitoring process set-up description,"Documents, reports"
101069994_2_DELIVHORIZON,"Community engagement strategy and results, first report","Documents, reports"
101069994_32_DELIVHORIZON,Dissemination and Communication Plan,"Documents, reports"
101069994_34_DELIVHORIZON,"Portfolio of performed activities, first report","Documents, reports"
101069994_35_DELIVHORIZON,"Portfolio of performed activities, 2nd report","Documents, reports"
101069994_39_DELIVHORIZON,"Sustainability action plan, first report","Documents, reports"
101069994_3_DELIVHORIZON,Final report on community engagement strategy and results,"Documents, reports"
101069994_45_DELIVHORIZON,"Risk monitoring procedure, first report","Documents, reports"
101069994_46_DELIVHORIZON,"Risk monitoring procedure, second report","Documents, reports"
101069994_4_DELIVHORIZON,"Strategy for regional, national and European collaboration",Other
101069994_6_DELIVHORIZON,"First Report on the collaboration with and contribution to the European ecosystem of AI, Data and Robotics","Documents, reports"
101069994_7_DELIVHORIZON,"Second report on the collaborations with and contributions to the European ecosystems of AI, Data and Robotics","Documents, reports"
101070008_11_DELIVHORIZON,Report about essential and beyond-essential s&p guarantees for inter-device communication in restricted environments,"Documents, reports"
101070008_12_DELIVHORIZON,Report about essential and beyond-essential s&p guarantees for intra-device communication in restricted environments,"Documents, reports"
101070008_13_DELIVHORIZON,Intra-device and inter-device secure communication prototypes,"Demonstrators, pilots, prototypes"
101070008_17_DELIVHORIZON,"WP3, WP4, WP5 Demonstrator platform","Demonstrators, pilots, prototypes"
101070008_1_DELIVHORIZON,Project quality plan,"Documents, reports"
101070008_3_DELIVHORIZON,Report about trusted life cycle design methodology for OSH,"Documents, reports"
101070008_4_DELIVHORIZON,Report about security requirements,"Documents, reports"
101070008_5_DELIVHORIZON,RISC-V processor with countermeasures against microarchitectural attacks,"Demonstrators, pilots, prototypes"
101070008_6_DELIVHORIZON,Hardware implementations of cryptographic building blocks with formally verifiable protection against physical attacks,"Demonstrators, pilots, prototypes"
101070008_7_DELIVHORIZON,Models for formal verification,"Documents, reports"
101070008_8_DELIVHORIZON,Report on security audit and testing,"Documents, reports"
101070008_9_DELIVHORIZON,Prototype of automatic security pre-silicon SW testing,"Demonstrators, pilots, prototypes"
101070009_15_DELIVHORIZON,Press Release and Communication Kit including Factsheet and website development,"Websites, patent fillings, videos etc."
101070009_1_DELIVHORIZON,Data Management Plan,"Documents, reports"
101070009_3_DELIVHORIZON,"Initial Report on Use Cases, System requirements, KPIs and Network Architecture","Documents, reports"
101070009_5_DELIVHORIZON,Final modelling of system architecture and component/controller specifications,"Documents, reports"
101070014_13_DELIVHORIZON,The OpenWebSearch Hub and the Open Web Index V1,"Demonstrators, pilots, prototypes"
101070014_17_DELIVHORIZON,"Report of privacy, transparency, and trust models for search applications V1","Documents, reports"
101070014_1_DELIVHORIZON,Crawler Coordination Software Stack & Demonstrator V1,"Demonstrators, pilots, prototypes"
101070014_20_DELIVHORIZON,Launch of the Pilot infrastructure,"Demonstrators, pilots, prototypes"
101070014_23_DELIVHORIZON,ELSA-catalogue & code of conduct for open Web search,"Documents, reports"
101070014_26_DELIVHORIZON,"Report on scientific cooperation, community building and stakeholder involvement V1","Documents, reports"
101070014_29_DELIVHORIZON,Model governance for federating an open search infrastructure V1,"Documents, reports"
101070014_32_DELIVHORIZON,"Updated Dissemination, Exploitation and Com-munication (DEC) Plan","Websites, patent fillings, videos etc."
101070014_33_DELIVHORIZON,"Dissemination, Exploitation and Communication (DEC) Report V1","Documents, reports"
101070014_35_DELIVHORIZON,DMP-Data Management Plan,Data Management Plan
101070014_7_DELIVHORIZON,Open-source WARC parsing & content analysis library,Other
101070028_11_DELIVHORIZON,Data Management Plan - version 2,Data Management Plan
101070028_14_DELIVHORIZON,Design methodology for trustable sensing,"Documents, reports"
101070028_17_DELIVHORIZON,Software library for trustable social navigation,Other
101070028_23_DELIVHORIZON,Verification report of trustable sensing,"Documents, reports"
101070028_39_DELIVHORIZON,Fully automatically driving smart wheelchairs for safe and smooth autonomous operation,"Demonstrators, pilots, prototypes"
101070028_41_DELIVHORIZON,Final results and evaluation of the REXASI-PRO Framework,"Documents, reports"
101070028_45_DELIVHORIZON,Dissemination Plan and follow-up reports - version 2,"Documents, reports"
101070028_46_DELIVHORIZON,Dissemination Plan and follow-up reports - version 3,"Documents, reports"
101070028_49_DELIVHORIZON,Business Plan and Exploitation Strategy - version 3,"Documents, reports"
101070030_10_DELIVHORIZON,Toward an European ecosystem for the computing continuum,"Documents, reports"
101070030_11_DELIVHORIZON,Progress toward an European ecosystem for the computing continuum,"Documents, reports"
101070030_1_DELIVHORIZON,"Toward a strategy for European digital autonomy through Open Source, Standards and Alliances","Documents, reports"
101070030_2_DELIVHORIZON,"A strategy for European digital autonomy through Open Source, Standards and Alliances","Documents, reports"
101070030_3_DELIVHORIZON,OpenContinuum Landscape v1 and preliminary recommendations,"Documents, reports"
101070030_4_DELIVHORIZON,OpenContinuum Landscape v2 and recommendations,"Documents, reports"
101070030_5_DELIVHORIZON,Community Building and Communication Strategy and Plan,"Documents, reports"
101070030_6_DELIVHORIZON,Community Building and Communication Strategy Report v1,"Documents, reports"
101070030_7_DELIVHORIZON,Community Building and Communication Strategy Report v2,"Documents, reports"
101070030_8_DELIVHORIZON,"Project Handbook, Quality Assurance and Risk Management","Documents, reports"
101070035_11_DELIVHORIZON,D5.2 Report on Communication and Dissemination activities,"Documents, reports"
101070035_12_DELIVHORIZON,D6.1 Collaboration among Cluster 4 NCP projects: compendium and assessment of activities,"Documents, reports"
101070035_2_DELIVHORIZON,D1.2 Impact monitoring Strategy and assessment,"Documents, reports"
101070035_4_DELIVHORIZON,D2.1 Report on usage of NCP Welcome package,"Documents, reports"
101070035_5_DELIVHORIZON,"D2.2 Training & Webinar programmes: Assessment of training needs, Calendar and methodology","Documents, reports"
101070035_6_DELIVHORIZON,D3.1 Brokerage Events - Online Platforms,Other
101070035_7_DELIVHORIZON,"D3.2 Proposers' Services strategy, implemented activities and participation rates - First, Second and Third Releases","Documents, reports"
101070035_9_DELIVHORIZON,D4.2 Document compiling the industry-centric opportunities spread across Horizon Europe,"Documents, reports"
101070038_20_DELIVHORIZON,"Initial CSP, DEP and synergies establishment","Documents, reports"
101070038_21_DELIVHORIZON,"Updated CSP, DEP and synergies establishment","Documents, reports"
101070038_5_DELIVHORIZON,"SoA and BSoA for FL-tailored AI models, PET methods and tool","Documents, reports"
